id,text,correct_answer,options,difficulty_level,category,points
b06a756b-c87d-4181-9e9c-5a294d53bcb5,Question 11: What is a key concept in SQL?,da7c23fe-bf61-4e2d-baf0-a1b3d0af5c47,"[{""id"": ""da7c23fe-bf61-4e2d-baf0-a1b3d0af5c47"", ""text"": ""Option A""}, {""id"": ""12e5d4d1-8d04-4891-b410-e2fbf0a52eb8"", ""text"": ""Option B""}, {""id"": ""ab3a0548-9be5-44a1-ae0b-e7eacf37b3d8"", ""text"": ""Option C""}, {""id"": ""9d09bcfd-a1bf-442b-80de-900be2df8dac"", ""text"": ""Option D""}]",1,SQL,5.0
3fb069a7-b389-4cd2-b7f2-0c780b99d743,Question 12: What is a key concept in Data Science?,113933a9-7b82-4b23-b088-05c3195d22a5,"[{""id"": ""18b06bbf-1b78-4606-be30-a350a4592e4e"", ""text"": ""Option A""}, {""id"": ""6305060b-b645-463a-8847-600601a751d1"", ""text"": ""Option B""}, {""id"": ""113933a9-7b82-4b23-b088-05c3195d22a5"", ""text"": ""Option C""}, {""id"": ""af8a84b2-07a7-486e-bac7-81a278d90034"", ""text"": ""Option D""}]",3,Data Science,5.0
6687e84b-6d05-443b-a1c7-8d8d38af9f2f,Question 13: What is a key concept in Python?,49e9eb02-4e95-4966-921c-9c512022da42,"[{""id"": ""49e9eb02-4e95-4966-921c-9c512022da42"", ""text"": ""Option A""}, {""id"": ""63395df0-56c2-42c3-85b4-bbe54cfa1f96"", ""text"": ""Option B""}, {""id"": ""8f1e4374-d439-49cf-b6c1-87d8ce2cd8e4"", ""text"": ""Option C""}, {""id"": ""1fd71217-8aee-4778-bd60-05000bb9e06c"", ""text"": ""Option D""}]",3,Python,10.0
cbb22303-adf4-482e-88f2-a61d93c87e3f,Question 14: What is a key concept in Python?,d7dcd8ec-4ef9-4bb0-8539-3a81c8a8736f,"[{""id"": ""e8f102c9-db8d-4d2f-a6c9-ddcafbc1de54"", ""text"": ""Option A""}, {""id"": ""d7dcd8ec-4ef9-4bb0-8539-3a81c8a8736f"", ""text"": ""Option B""}, {""id"": ""4276c65b-cebb-4465-8fd5-d64c7b99796d"", ""text"": ""Option C""}, {""id"": ""3d239936-7700-4f99-8e5b-005687eb7584"", ""text"": ""Option D""}]",3,Python,5.0
c267031d-9eb1-4564-9503-10e2e431fda4,Question 15: What is a key concept in Data Science?,355c2cb9-d073-4125-af92-1870e4bd8a8d,"[{""id"": ""44ac0afb-9561-421a-9d9c-9f84af2d94a9"", ""text"": ""Option A""}, {""id"": ""71f33d85-ec08-4be5-a54d-ae50a69b2a1e"", ""text"": ""Option B""}, {""id"": ""077dcc92-7f9d-476a-a4f0-7bc7f14aef96"", ""text"": ""Option C""}, {""id"": ""355c2cb9-d073-4125-af92-1870e4bd8a8d"", ""text"": ""Option D""}]",3,Data Science,1.0
b122fb53-0a54-43e0-9f9d-927cd0f2199a,Question 16: What is a key concept in SQL?,80c94d0e-4816-4fdd-a6df-78c8f831729a,"[{""id"": ""4c99fdac-4417-4afa-951c-fc2b0746b37c"", ""text"": ""Option A""}, {""id"": ""80c94d0e-4816-4fdd-a6df-78c8f831729a"", ""text"": ""Option B""}, {""id"": ""3236b4e3-ccc7-4dbd-80fe-8111f421a330"", ""text"": ""Option C""}, {""id"": ""0410acb8-2032-4137-9f82-456d17ea663b"", ""text"": ""Option D""}]",3,SQL,10.0
3198d258-0a14-419b-bdcc-4bbabefe71e0,Question 17: What is a key concept in SSRS?,8bfee24a-bb0e-4203-8a88-9ce9ff7c30f7,"[{""id"": ""3471c143-28c6-4726-82fc-a97e938d1a60"", ""text"": ""Option A""}, {""id"": ""b7170e1b-a99e-4444-a3ed-40bc431250ef"", ""text"": ""Option B""}, {""id"": ""7f7ef1d4-0af8-4f1a-9397-f66fee61bcee"", ""text"": ""Option C""}, {""id"": ""8bfee24a-bb0e-4203-8a88-9ce9ff7c30f7"", ""text"": ""Option D""}]",2,SSRS,5.0
4e72a3a8-4edf-4529-9d4b-4b61bfb3fe12,Question 18: What is a key concept in Python?,71b02de3-3d7f-4868-916d-77d680b7e04c,"[{""id"": ""3f49ca22-8a0e-48b9-808c-0d346bb69b3b"", ""text"": ""Option A""}, {""id"": ""d8337205-bf5c-4236-8472-1e81965e9fed"", ""text"": ""Option B""}, {""id"": ""71b02de3-3d7f-4868-916d-77d680b7e04c"", ""text"": ""Option C""}, {""id"": ""f3030ce1-52b2-4642-b3e2-07292eab0840"", ""text"": ""Option D""}]",1,Python,5.0
276f3d58-db80-4aad-9d65-9de54f1d200f,Question 19: What is a key concept in Python?,68eb140d-a347-4bff-9736-132c32e096fd,"[{""id"": ""7bba353d-ff01-4fe7-a0f4-186e661098c5"", ""text"": ""Option A""}, {""id"": ""0278a2f9-4c56-453b-8edf-8ec3b51196b5"", ""text"": ""Option B""}, {""id"": ""68eb140d-a347-4bff-9736-132c32e096fd"", ""text"": ""Option C""}, {""id"": ""3ed2cad3-f169-42b4-be76-57417884ecf6"", ""text"": ""Option D""}]",3,Python,1.0
d7825f91-4231-4090-9264-a2fa4e136823,Question 20: What is a key concept in SQL?,1f94a44a-9196-41b2-a314-7363e3b5e700,"[{""id"": ""a9d92167-6035-46c1-9501-520a78d0e701"", ""text"": ""Option A""}, {""id"": ""1f94a44a-9196-41b2-a314-7363e3b5e700"", ""text"": ""Option B""}, {""id"": ""a95ec7bf-48e2-4328-ae94-578f6b443edf"", ""text"": ""Option C""}, {""id"": ""7c9bb8af-fa71-47f2-98bf-0666ce0568a6"", ""text"": ""Option D""}]",2,SQL,1.0
26696942-771d-4859-9b7a-1da1ac0fc8b8,Question 21: What is a key concept in Data Science?,de0e3603-8157-4b2b-be83-c065b3af53f0,"[{""id"": ""fd30624f-f361-49e6-9b40-c69b21b904bd"", ""text"": ""Option A""}, {""id"": ""24c9cd4d-5bfd-4885-8b77-c7d0f305a64c"", ""text"": ""Option B""}, {""id"": ""de0e3603-8157-4b2b-be83-c065b3af53f0"", ""text"": ""Option C""}, {""id"": ""57014fc1-7c54-40e9-a1e8-cb01551f9981"", ""text"": ""Option D""}]",3,Data Science,10.0
facf63b6-4798-4762-b238-b109e86d3c8a,Question 22: What is a key concept in SQL?,14054213-1dc1-42a9-ae8d-8d589aa1cba6,"[{""id"": ""3b92afab-fe37-4767-b5c8-ac1a04d2e9e3"", ""text"": ""Option A""}, {""id"": ""14054213-1dc1-42a9-ae8d-8d589aa1cba6"", ""text"": ""Option B""}, {""id"": ""46089ea6-f051-4ec1-b136-ffea055521bb"", ""text"": ""Option C""}, {""id"": ""feb57938-221e-458a-a2ee-bb85be21596b"", ""text"": ""Option D""}]",1,SQL,5.0
83d6cec9-ed7f-4727-af96-e00e136d2b4a,Question 23: What is a key concept in SSRS?,366a3794-9aad-4702-9b32-4892dd9d109f,"[{""id"": ""c72132d0-0603-44cb-894f-ecda1b486cca"", ""text"": ""Option A""}, {""id"": ""3c94cfa1-7673-484c-8478-7c1aeec7cf49"", ""text"": ""Option B""}, {""id"": ""d94c947f-ed71-4c64-9750-f732b599c1cc"", ""text"": ""Option C""}, {""id"": ""366a3794-9aad-4702-9b32-4892dd9d109f"", ""text"": ""Option D""}]",3,SSRS,1.0
70069cc7-6583-4536-9e04-0d9c01386b69,Question 24: What is a key concept in SSRS?,c5fc14b2-7a42-4edb-9f4c-d0a1aa66c73b,"[{""id"": ""f4d82ff3-d4a3-4e5c-8e1d-3cc9bd156d3f"", ""text"": ""Option A""}, {""id"": ""08c85d1e-3870-469d-a4e6-6b2cedbfdab8"", ""text"": ""Option B""}, {""id"": ""c5fc14b2-7a42-4edb-9f4c-d0a1aa66c73b"", ""text"": ""Option C""}, {""id"": ""30193e2c-d40b-471a-adab-69d1b93fa342"", ""text"": ""Option D""}]",3,SSRS,5.0
e10bfc5b-4698-4d53-a3a5-c9fb915f67bc,Question 25: What is a key concept in SSRS?,a328587b-03db-4baf-bdee-b8df01bd69f4,"[{""id"": ""3980b772-28d1-42cd-8545-fad9a6a27508"", ""text"": ""Option A""}, {""id"": ""62cec398-bf06-4935-b3c5-bd4983272bd5"", ""text"": ""Option B""}, {""id"": ""5145e5e6-8680-485c-8114-45e15ba37e58"", ""text"": ""Option C""}, {""id"": ""a328587b-03db-4baf-bdee-b8df01bd69f4"", ""text"": ""Option D""}]",3,SSRS,1.0
806cd3ea-cc8b-4a92-bbea-3b682ac2e43c,Question 26: What is a key concept in Python?,a3f3baa7-fb6c-486d-97b4-8b0f728cca06,"[{""id"": ""a3f3baa7-fb6c-486d-97b4-8b0f728cca06"", ""text"": ""Option A""}, {""id"": ""cdcd257f-95f3-4b1f-b7cc-9edd7ab226d3"", ""text"": ""Option B""}, {""id"": ""6311d8df-772e-4bbd-a54d-91366e30d8b2"", ""text"": ""Option C""}, {""id"": ""e22fe1e6-9232-4580-9e98-180a58cb842f"", ""text"": ""Option D""}]",2,Python,5.0
92915faa-f935-47f0-a7e0-ba755a287a1a,Question 27: What is a key concept in SQL?,24667a17-96a1-4e52-8998-e665e0974a41,"[{""id"": ""70da34d1-7b78-4a90-b6e6-2c9ab9ecad17"", ""text"": ""Option A""}, {""id"": ""5469845a-af4e-47a6-ba5d-a716ade235c7"", ""text"": ""Option B""}, {""id"": ""24667a17-96a1-4e52-8998-e665e0974a41"", ""text"": ""Option C""}, {""id"": ""b77d64ec-26f4-4164-b3e2-83dae4555e2f"", ""text"": ""Option D""}]",2,SQL,10.0
a21884e3-c5ac-4a73-a7c4-41d9b9d93254,Question 28: What is a key concept in Python?,3e4dd8c4-50d0-4a07-81c3-4b96dfbfb2ab,"[{""id"": ""bb8e505c-f2a8-4626-85aa-3a4fb260356d"", ""text"": ""Option A""}, {""id"": ""3e4dd8c4-50d0-4a07-81c3-4b96dfbfb2ab"", ""text"": ""Option B""}, {""id"": ""561409ce-394d-468b-ba79-bbc491c21e06"", ""text"": ""Option C""}, {""id"": ""10a001eb-41ab-4aa3-99d0-5604d32b3221"", ""text"": ""Option D""}]",1,Python,1.0
e01ac832-abf0-4bcc-9907-7d8ce6860b21,Question 29: What is a key concept in Python?,e629bc4c-8e8e-4433-8af5-8a2c847897b0,"[{""id"": ""6c61447f-3950-4235-ae9d-bbbc9f88dd85"", ""text"": ""Option A""}, {""id"": ""e629bc4c-8e8e-4433-8af5-8a2c847897b0"", ""text"": ""Option B""}, {""id"": ""3f60a5cd-335a-4610-90e6-bf2b2fb99534"", ""text"": ""Option C""}, {""id"": ""71e94374-8ef3-4a3c-9149-36ea174b5ff4"", ""text"": ""Option D""}]",1,Python,5.0
312bbc2b-e573-49ef-8aa1-433f6c17514b,Question 30: What is a key concept in SSRS?,f0bed336-703b-43c1-9ec2-0cee83a82597,"[{""id"": ""f0bed336-703b-43c1-9ec2-0cee83a82597"", ""text"": ""Option A""}, {""id"": ""507f04bc-579c-4931-b489-a08ed494f138"", ""text"": ""Option B""}, {""id"": ""099b72a1-3536-47e4-9dc1-bfb635c3b192"", ""text"": ""Option C""}, {""id"": ""7a9a91aa-7408-4992-8d8a-e3cfab37ba79"", ""text"": ""Option D""}]",3,SSRS,1.0
f4d231f5-00c8-45ae-b4c0-cea49f9d9afb,Question 31: What is a key concept in SQL?,99da5d7a-a44d-4c2f-8893-dc09dcc77214,"[{""id"": ""b0c8e6da-a192-41ff-a1e0-21f68f9dbb8a"", ""text"": ""Option A""}, {""id"": ""99da5d7a-a44d-4c2f-8893-dc09dcc77214"", ""text"": ""Option B""}, {""id"": ""31bcc46f-f3b5-473e-bfe8-0d2e151d0d09"", ""text"": ""Option C""}, {""id"": ""4f4fa8ab-a73b-4e7c-9b0f-31e26da1bae8"", ""text"": ""Option D""}]",3,SQL,1.0
00039822-8f50-46db-8766-57ad35823d72,Question 32: What is a key concept in SSRS?,27bd5ba2-95b9-4b81-bfe6-9933048ad2b9,"[{""id"": ""739f2c02-5c2b-418b-b383-d5fed3a35d1b"", ""text"": ""Option A""}, {""id"": ""d6a1f52a-e1f3-4159-9b8e-fa631359df06"", ""text"": ""Option B""}, {""id"": ""27bd5ba2-95b9-4b81-bfe6-9933048ad2b9"", ""text"": ""Option C""}, {""id"": ""e0c3c680-a40c-4264-91f3-b1b289ddd30f"", ""text"": ""Option D""}]",2,SSRS,10.0
ec0220d1-a227-4948-8975-791389f0a480,Question 33: What is a key concept in Data Science?,4b06c876-b5d0-4103-b9d4-e69018ac525b,"[{""id"": ""80a72469-9068-46de-86b8-6ffd204a96c9"", ""text"": ""Option A""}, {""id"": ""2b86b864-2d41-439a-a56a-0d610a6e6a94"", ""text"": ""Option B""}, {""id"": ""4b06c876-b5d0-4103-b9d4-e69018ac525b"", ""text"": ""Option C""}, {""id"": ""5e248ce0-707b-4915-ad07-97914c203b9a"", ""text"": ""Option D""}]",3,Data Science,10.0
e98b348a-87c0-4cb0-87b8-b9ea7eaea370,Question 34: What is a key concept in SQL?,7237d917-4b20-421b-8612-e653d3baabdb,"[{""id"": ""0f6a92f5-1cef-478a-b5c0-3bee5bad3734"", ""text"": ""Option A""}, {""id"": ""055c6a8c-3b48-4f82-bc44-0cff7b83e8f5"", ""text"": ""Option B""}, {""id"": ""7237d917-4b20-421b-8612-e653d3baabdb"", ""text"": ""Option C""}, {""id"": ""8abd1dac-6562-4038-8abd-bf7d1028eadf"", ""text"": ""Option D""}]",1,SQL,10.0
8b0dac83-bfdc-41ba-aab3-a2548784794b,Question 35: What is a key concept in Python?,75702543-fae5-4c6d-85ae-8913d551adcc,"[{""id"": ""75702543-fae5-4c6d-85ae-8913d551adcc"", ""text"": ""Option A""}, {""id"": ""b9b44ab1-cea4-4dde-97ea-1fdbf1d5e667"", ""text"": ""Option B""}, {""id"": ""f31a10a7-e7fb-4931-8024-f4bb66c93869"", ""text"": ""Option C""}, {""id"": ""513bd3ea-6229-46dc-868c-779257c34b4d"", ""text"": ""Option D""}]",2,Python,10.0
b62965f1-9fd6-4b00-839f-83798dcf3b33,Question 36: What is a key concept in SQL?,d1df66d5-0e99-4cf8-af3b-4c836fe183cb,"[{""id"": ""4af799d8-09de-428e-bc7c-6c3f518ed888"", ""text"": ""Option A""}, {""id"": ""d1df66d5-0e99-4cf8-af3b-4c836fe183cb"", ""text"": ""Option B""}, {""id"": ""5bb30afc-b17f-418c-8fed-5fed250f847a"", ""text"": ""Option C""}, {""id"": ""6085c619-176e-45dd-98b9-e4036e342650"", ""text"": ""Option D""}]",2,SQL,10.0
b617c599-a970-4ece-9046-c469abc66092,Question 37: What is a key concept in Data Science?,0f04e979-b89c-4389-9116-3a5da6b521a1,"[{""id"": ""1c39db17-9d79-45c7-873a-f4fe2e4ab8f3"", ""text"": ""Option A""}, {""id"": ""f15c96a6-a289-4ead-b5fc-f4b27768d19b"", ""text"": ""Option B""}, {""id"": ""71beb63d-f187-44bd-a6f9-0a5a2f8cd57a"", ""text"": ""Option C""}, {""id"": ""0f04e979-b89c-4389-9116-3a5da6b521a1"", ""text"": ""Option D""}]",3,Data Science,1.0
24ee2bd1-71c3-4b49-9731-4ada4404e3e9,Question 38: What is a key concept in SQL?,4484c35c-37b0-4dae-9da8-274e9c22d799,"[{""id"": ""243a2a8e-188b-4584-a951-0e71a032f7f0"", ""text"": ""Option A""}, {""id"": ""8810e95a-4f27-4506-b765-cd7a08b8ed37"", ""text"": ""Option B""}, {""id"": ""048cffc8-028c-401c-8ec2-61361527c266"", ""text"": ""Option C""}, {""id"": ""4484c35c-37b0-4dae-9da8-274e9c22d799"", ""text"": ""Option D""}]",3,SQL,5.0
4a984b65-815d-4e17-809c-7468cb52d259,Question 39: What is a key concept in Data Science?,600e17e1-1750-4c2a-814c-0bb42f132b5b,"[{""id"": ""e80c6000-3975-47be-9bba-e7190c81b10c"", ""text"": ""Option A""}, {""id"": ""57a16923-5bb0-4472-b445-507f0a4f8fb2"", ""text"": ""Option B""}, {""id"": ""600e17e1-1750-4c2a-814c-0bb42f132b5b"", ""text"": ""Option C""}, {""id"": ""c6b57fca-ac6d-4c1a-b574-a8b9504dac3d"", ""text"": ""Option D""}]",3,Data Science,10.0
6005d81b-7b95-4c6e-b405-280930bb8646,Question 40: What is a key concept in Python?,02015598-e621-49e6-8556-2a606323d65c,"[{""id"": ""2d1cc29d-0c7e-4432-a1a8-3cf1794e3086"", ""text"": ""Option A""}, {""id"": ""a22b3f1c-b273-4ab6-b6d0-122442e9c94c"", ""text"": ""Option B""}, {""id"": ""02015598-e621-49e6-8556-2a606323d65c"", ""text"": ""Option C""}, {""id"": ""6592ffd5-6bd7-4ce7-bc9a-814605f6b084"", ""text"": ""Option D""}]",1,Python,1.0
dbabbed4-79f2-43f0-a145-4869196ba360,Question 41: What is a key concept in SQL?,cb09d5c0-f29a-44d6-8153-3ff7803db2eb,"[{""id"": ""b0db4b9a-f62b-4867-bb3e-f7bda0e58bee"", ""text"": ""Option A""}, {""id"": ""cb09d5c0-f29a-44d6-8153-3ff7803db2eb"", ""text"": ""Option B""}, {""id"": ""2f6f41b0-becf-41c6-889e-e50b1f412262"", ""text"": ""Option C""}, {""id"": ""9a1bdd6f-5e30-461c-a1ae-ffd8c56808fb"", ""text"": ""Option D""}]",2,SQL,5.0
73d5c6ae-cdcc-4099-958f-51b76c0bd489,Question 42: What is a key concept in Python?,a2bcd68d-99e2-4723-9ff5-7cb2b5984f32,"[{""id"": ""5fc9ba4c-d5a4-4e3c-bead-4fc2e84ef52f"", ""text"": ""Option A""}, {""id"": ""f24221dd-0044-4772-bc45-644502cdbd09"", ""text"": ""Option B""}, {""id"": ""a2bcd68d-99e2-4723-9ff5-7cb2b5984f32"", ""text"": ""Option C""}, {""id"": ""f3cfa04f-59bb-4558-90c8-9939b7d8322d"", ""text"": ""Option D""}]",3,Python,1.0
7dda395d-e2d5-4942-9f07-b3ea75d920a8,Question 43: What is a key concept in SQL?,3c752314-e2f6-4331-bb18-ae201bb80f80,"[{""id"": ""d2f8607e-d982-47d9-9697-2e031d290e88"", ""text"": ""Option A""}, {""id"": ""f2b30df4-84b3-4e5d-a328-3fdc1f0e0f20"", ""text"": ""Option B""}, {""id"": ""e28e54c8-5f41-4695-a874-0ed9fafdfbaa"", ""text"": ""Option C""}, {""id"": ""3c752314-e2f6-4331-bb18-ae201bb80f80"", ""text"": ""Option D""}]",3,SQL,5.0
3a960dea-3045-423f-9e9d-8f355427d57a,Question 44: What is a key concept in SQL?,8ed35e10-3155-45ae-948a-053dcaeab4e5,"[{""id"": ""8ed35e10-3155-45ae-948a-053dcaeab4e5"", ""text"": ""Option A""}, {""id"": ""0a3eb817-eda4-480a-af60-90f57c0a9479"", ""text"": ""Option B""}, {""id"": ""63820f77-8b6a-46e8-8c40-eac1c2d68fd4"", ""text"": ""Option C""}, {""id"": ""eeac87f9-874a-45da-98e4-0d8bb1e191be"", ""text"": ""Option D""}]",2,SQL,10.0
c8ba26d8-16e3-4425-9bc3-487c2af5c944,Question 45: What is a key concept in SSRS?,0de34c70-307e-462f-a725-543ec05d2c2d,"[{""id"": ""525b9ca0-7f75-4a29-8c9f-55e9990d9172"", ""text"": ""Option A""}, {""id"": ""0de34c70-307e-462f-a725-543ec05d2c2d"", ""text"": ""Option B""}, {""id"": ""a2c76c13-d273-4838-8f10-6ec80948b672"", ""text"": ""Option C""}, {""id"": ""d55cfbe3-fb95-4b9b-91dc-386c07d96524"", ""text"": ""Option D""}]",3,SSRS,10.0
3db69630-b38c-471c-ba09-319d9d84656f,Question 46: What is a key concept in Data Science?,4c2a6675-e8f2-4ff3-bf97-a9450823e16b,"[{""id"": ""a4bf9848-4261-4cd7-9d4b-eb39d563f831"", ""text"": ""Option A""}, {""id"": ""85c0cddc-b6e4-41b0-9e09-2454de59be9e"", ""text"": ""Option B""}, {""id"": ""4c2a6675-e8f2-4ff3-bf97-a9450823e16b"", ""text"": ""Option C""}, {""id"": ""4649836f-89df-49a0-a110-710eab8412e9"", ""text"": ""Option D""}]",1,Data Science,10.0
16a06268-ad6a-4387-a615-12f262b672ca,Question 47: What is a key concept in Python?,398a064e-0d3e-4e6e-9798-add6de3d09ce,"[{""id"": ""398a064e-0d3e-4e6e-9798-add6de3d09ce"", ""text"": ""Option A""}, {""id"": ""9a4046b0-5e6e-4cd8-8c5f-e7d08c27ee85"", ""text"": ""Option B""}, {""id"": ""d5b722cb-0a9f-41f1-a11e-608bb5b9d7d0"", ""text"": ""Option C""}, {""id"": ""d54d10f6-d645-4d75-bfda-6c0148f183cd"", ""text"": ""Option D""}]",1,Python,1.0
05cfa054-68a2-4b79-8d03-d49ff27be35d,Question 48: What is a key concept in Python?,ed0c5b64-ef3a-49e1-8d7f-59802aa2f5d0,"[{""id"": ""6ac7a3e6-e748-4152-919d-06da96af2898"", ""text"": ""Option A""}, {""id"": ""ed0c5b64-ef3a-49e1-8d7f-59802aa2f5d0"", ""text"": ""Option B""}, {""id"": ""1bf29756-9036-4c44-9530-88ec3eddb1ed"", ""text"": ""Option C""}, {""id"": ""66600943-729b-450e-b837-99bc5ca48e08"", ""text"": ""Option D""}]",1,Python,10.0
e001f371-d038-4890-8d8b-99201d6475d5,Question 49: What is a key concept in Python?,187504b4-a8c6-4bec-a0e6-6900dff86ec1,"[{""id"": ""569f3a28-dd4a-40bb-9f71-381bd0852b45"", ""text"": ""Option A""}, {""id"": ""e48f88f2-d699-4f4d-ab9b-e3b04703e168"", ""text"": ""Option B""}, {""id"": ""cfae705e-b0d7-499c-bc7e-9563c6cb50d0"", ""text"": ""Option C""}, {""id"": ""187504b4-a8c6-4bec-a0e6-6900dff86ec1"", ""text"": ""Option D""}]",1,Python,1.0
f5ed2e32-ef38-4267-a589-1dfb1655cef2,Question 50: What is a key concept in SQL?,f220dfd1-99c2-4fbb-bb85-bd88ce28317e,"[{""id"": ""f220dfd1-99c2-4fbb-bb85-bd88ce28317e"", ""text"": ""Option A""}, {""id"": ""4b8fd7ee-1de6-4d32-8ce9-8f54bf0d78c4"", ""text"": ""Option B""}, {""id"": ""9695b5bb-5330-4e95-b411-e22fdc862310"", ""text"": ""Option C""}, {""id"": ""9f849a4b-8d49-42a2-8322-b369b512a3ab"", ""text"": ""Option D""}]",3,SQL,10.0
